"month","day","broad.behavior","family","Freq"
"8","15","Feeding","Vireonidae",0
"5","16","Feeding","Vireonidae",0
"8","16","Feeding","Vireonidae",0
"5","17","Feeding","Vireonidae",0
"8","17","Feeding","Vireonidae",0
"5","18","Feeding","Vireonidae",0
"8","18","Feeding","Vireonidae",0
"5","19","Feeding","Vireonidae",0
"8","19","Feeding","Vireonidae",0
"5","20","Feeding","Vireonidae",0
"8","20","Feeding","Vireonidae",0
"5","21","Feeding","Vireonidae",0
"8","21","Feeding","Vireonidae",0
"5","22","Feeding","Vireonidae",0
"8","22","Feeding","Vireonidae",0
"5","23","Feeding","Vireonidae",0
"8","23","Feeding","Vireonidae",0
"5","24","Feeding","Vireonidae",0
"8","24","Feeding","Vireonidae",0
"5","1","Inactivity","Vireonidae",0
"8","1","Inactivity","Vireonidae",0
"5","2","Inactivity","Vireonidae",0
"8","2","Inactivity","Vireonidae",0
"5","3","Inactivity","Vireonidae",0
"8","3","Inactivity","Vireonidae",0
"5","4","Inactivity","Vireonidae",0
"8","4","Inactivity","Vireonidae",0
"5","5","Inactivity","Vireonidae",0
"8","5","Inactivity","Vireonidae",0
"5","6","Inactivity","Vireonidae",0
"8","6","Inactivity","Vireonidae",0
"5","7","Inactivity","Vireonidae",0
"8","7","Inactivity","Vireonidae",0
"5","8","Inactivity","Vireonidae",0
"8","8","Inactivity","Vireonidae",0
"5","9","Inactivity","Vireonidae",0
"8","9","Inactivity","Vireonidae",0
"5","10","Inactivity","Vireonidae",0
"8","10","Inactivity","Vireonidae",0
"5","14","Inactivity","Vireonidae",0
"8","14","Inactivity","Vireonidae",0
"5","15","Inactivity","Vireonidae",0
"8","15","Inactivity","Vireonidae",0
"5","16","Inactivity","Vireonidae",0
"8","16","Inactivity","Vireonidae",0
"5","17","Inactivity","Vireonidae",0
"8","17","Inactivity","Vireonidae",0
"5","18","Inactivity","Vireonidae",0
"8","18","Inactivity","Vireonidae",0
"5","19","Inactivity","Vireonidae",0
"8","19","Inactivity","Vireonidae",0
"5","20","Inactivity","Vireonidae",0
"8","20","Inactivity","Vireonidae",0
"5","21","Inactivity","Vireonidae",0
"8","21","Inactivity","Vireonidae",0
"5","22","Inactivity","Vireonidae",0
"8","22","Inactivity","Vireonidae",0
"5","23","Inactivity","Vireonidae",0
"8","23","Inactivity","Vireonidae",0
"5","24","Inactivity","Vireonidae",0
"8","24","Inactivity","Vireonidae",0
"5","1","Territorial/mating","Vireonidae",0
"8","1","Territorial/mating","Vireonidae",0
"5","2","Territorial/mating","Vireonidae",0
"8","2","Territorial/mating","Vireonidae",0
"5","3","Territorial/mating","Vireonidae",0
"8","3","Territorial/mating","Vireonidae",0
"5","4","Territorial/mating","Vireonidae",0
"8","4","Territorial/mating","Vireonidae",0
"5","5","Territorial/mating","Vireonidae",0
"8","5","Territorial/mating","Vireonidae",0
"5","6","Territorial/mating","Vireonidae",0
"8","6","Territorial/mating","Vireonidae",0
"5","7","Territorial/mating","Vireonidae",0
"8","7","Territorial/mating","Vireonidae",0
"5","8","Territorial/mating","Vireonidae",0
"8","8","Territorial/mating","Vireonidae",0
"5","9","Territorial/mating","Vireonidae",0
"8","9","Territorial/mating","Vireonidae",0
"5","10","Territorial/mating","Vireonidae",0
"8","10","Territorial/mating","Vireonidae",0
"5","14","Territorial/mating","Vireonidae",0
"8","14","Territorial/mating","Vireonidae",0
"5","15","Territorial/mating","Vireonidae",0
"8","15","Territorial/mating","Vireonidae",0
"5","16","Territorial/mating","Vireonidae",0
"8","16","Territorial/mating","Vireonidae",0
"5","17","Territorial/mating","Vireonidae",0
"8","17","Territorial/mating","Vireonidae",0
"5","18","Territorial/mating","Vireonidae",0
"8","18","Territorial/mating","Vireonidae",0
"5","19","Territorial/mating","Vireonidae",0
"8","19","Territorial/mating","Vireonidae",0
"5","20","Territorial/mating","Vireonidae",0
"8","20","Territorial/mating","Vireonidae",0
"5","21","Territorial/mating","Vireonidae",0
"8","21","Territorial/mating","Vireonidae",0
"5","22","Territorial/mating","Vireonidae",0
"8","22","Territorial/mating","Vireonidae",0
"5","23","Territorial/mating","Vireonidae",0
"8","23","Territorial/mating","Vireonidae",0
"5","24","Territorial/mating","Vireonidae",0
"8","24","Territorial/mating","Vireonidae",0
